prov|kabupaten|ppat|ppats|kd|yd
 Kepulauan Riau| Kabupaten Kepulauan Anambas|1|0|hYrPwfiFs5YA4bkpIeR5IwHqHVQfpwwdiaARktE4FoQT0JGjqvkqn+CTIG4R2XaB|eWed+wHWVFoZLw98Cc+Ty5WUOLC268EQAxn//k/5kGDQJZNJIPMQHB875VMHubMX
 Papua Barat| Kabupaten Manokwari|8|1|ucgsHo0X9dnAAJlURYtClv+IUS45JARc/fKTwn64QxyGiim7f7HkeNObcmylR/zJ|Vp49+kTl2Bv/O4ZbngR2l8PZ4zyJw6nBQPqyCoYOQahSB2HNXxr0DgPl7qNSSkM8
 Papua Barat| Kabupaten Sorong|12|1|ucgsHo0X9dnAAJlURYtClv+IUS45JARc/fKTwn64QxyGiim7f7HkeNObcmylR/zJ|XVDEO5NgAY2RN+faoK1v+LAwkivXtqHnTgXfsKUnryWv7WgIEtScArqgHHj83SGk
 Papua Barat| Kota Sorong|20|0|ucgsHo0X9dnAAJlURYtClv+IUS45JARc/fKTwn64QxyGiim7f7HkeNObcmylR/zJ|EuC2xsb2ZamVNJtFyjycBs+2TDILTux/JUJb81dDRtljgWfGfo77kUK0k3lU79AW
 Papua Barat| Kabupaten Fakfak|1|0|ucgsHo0X9dnAAJlURYtClv+IUS45JARc/fKTwn64QxyGiim7f7HkeNObcmylR/zJ|ulbQwkAJeg3oEj14dBq6WrEJOoxTdkjo24EWj5chUZqZe47VXpLgH3jx/jv5c9+9
 Papua Barat| Kabupaten Sorong Selatan|4|1|ucgsHo0X9dnAAJlURYtClv+IUS45JARc/fKTwn64QxyGiim7f7HkeNObcmylR/zJ|XVDEO5NgAY2RN+faoK1v+Dx4FW0k00RqF5G3OjakBOgK0L4T6pIIVuRuqkwm0UcV
 Papua Barat| Kabupaten Raja Ampat|2|1|ucgsHo0X9dnAAJlURYtClv+IUS45JARc/fKTwn64QxyGiim7f7HkeNObcmylR/zJ|XVDEO5NgAY2RN+faoK1v+Bu3ZWDMpigSPMttVX7H/3chNW2PuE/Lx5QgNFrhFlPW
 Papua Barat| Kabupaten Kaimana|2|2|ucgsHo0X9dnAAJlURYtClv+IUS45JARc/fKTwn64QxyGiim7f7HkeNObcmylR/zJ|XVDEO5NgAY2RN+faoK1v+CBNY9Qu33SVv9I886btB56gm2TT6QmaIr2vfan/49hR
 Papua Barat| Kabupaten Teluk Bintuni|2|0|ucgsHo0X9dnAAJlURYtClv+IUS45JARc/fKTwn64QxyGiim7f7HkeNObcmylR/zJ|XVDEO5NgAY2RN+faoK1v+I188Q41K7wnDvvzyZz9AAi/lMY1uWDldnKc1vFzUSsM
 Papua Barat| Kabupaten Tambrauw|1|1|ucgsHo0X9dnAAJlURYtClv+IUS45JARc/fKTwn64QxyGiim7f7HkeNObcmylR/zJ|HSlTHgyPueTHbXAO8jg8poy+4rEGNAgCt450lsGDVYUFQUDR8Rt1ZU+xekrDz/BT
 Papua Barat| Kabupaten Teluk Wondama|0|1|ucgsHo0X9dnAAJlURYtClv+IUS45JARc/fKTwn64QxyGiim7f7HkeNObcmylR/zJ|G+wormtmCIMq/mn85eHlERw03j458kqKROJ+lPfKUsgBLTgsgHdDnf2CMlp7XJLF
